bert_score,cb_score,vt_score,tranco_score,url,label
0.0016,0.004055886,1.0,0.984,https://mylust.com,1
0.0006,0.013886324,1.0,0.9933,https://azure.cn,1
0.0006,0.00086301,0.9286,0.5,https://vigil.se1fve5ky.ru/htqg32zx,0
0.0007,0.004504587,1.0,0.9994,https://amazon.co.jp,1
0.0109,0.043000979,1.0,0.985,https://mmc.com,1
0.0013,0.002767171,1.0,0.9847,https://rts-tender.ru,1
0.0135,0.004547609,1.0,0.9918,https://blackbox.ai,1
0.114,0.89759675,0.8673,0.5,http://andro.notemacro.com/inihiddenngentod/zerobotv9.i686,0
0.0023,0.004000162,1.0,0.9841,https://fanniemae.com,1
0.0007,0.004034031,1.0,0.9792,https://animalzoosex.world,1
0.0043,0.024511604,1.0,0.9961,https://worldcat.org,1
0.002,0.002605713,0.9368,0.9908,https://nebo.mobi,1
0.0007,0.000462056,0.8622,0.5,http://115.55.84.7:35121/bin.sh,0
0.0007,0.002804912,1.0,0.9833,https://nbcdfw.com,1
0.0006,0.004829372,1.0,0.9785,https://smzdm.com,1
0.0012,0.001068019,0.883,0.5,http://167.99.126.188/001010101010010110101011101010101101010111010101/nwfaiehg4ewijfgriehgirehaughrarg.arm5,0
0.028,0.022049166,1.0,0.9955,https://cnr.it,1
0.0009,0.000320683,0.8724000000000001,0.5,http://61.52.37.237:51286/i,0
0.0015,0.004877042,0.7857000000000001,0.5,http://213.202.211.46/AB4g5/Josho.x86,0
0.5489,0.040456916,0.8571,0.5,http://129.204.192.231:8085/03_Spring_Cloud_Gateway_CVE_2022_22947/CVE-2022-22947_EXP.py,0
0.0011,0.00168134,0.8469,0.5,https://gamma.softsh1ft.ru/hbdlng6n,0
0.0134,0.028699111,1.0,0.998,https://wb.gov.in,1
0.0135,0.005870477,0.9158,0.9784,https://weirdopt.com,1
0.1082,0.098327163,0.8421,0.5,http://rdm2.mikompa.sch.id/arm5,0
0.0007,0.002672729,0.9847,0.5,http://185.163.204.28:5570/Sep01lnk.zip,0
0.0007,0.000744526,0.8929,0.5,http://59.97.248.112:60915/bin.sh,0
0.0148,0.015380681,0.8632,0.5,http://176.65.132.139/hiddenbin/boatnet.m68k,0
0.0008,0.002724726,1.0,0.9914,https://happymail.co.jp,1
0.0238,0.015050082,1.0,0.9845,https://aig.com,1
0.0073,0.003230944,0.8632,0.5,https://peak.nightl1ne.ru/9461kti7,0
0.0066,0.002664163,1.0,0.9824,https://israelhayom.co.il,1
0.0045,0.005764555,1.0,0.9913,https://digisport.ro,1
0.0013,0.005785142,1.0,0.9831,https://manheim.com,1
0.0008,0.000208112,0.852,0.5,http://221.15.185.73:50037/bin.sh,0
0.0075,0.002791131,0.8163,0.5,http://130.12.180.64/ar.sh,0
0.0017,0.006173438,1.0,0.9948,https://txlivecdn.com,1
0.0015,0.00017854,0.9796,0.5,http://113.231.197.57:35550/i,0
0.0097,0.000425965,1.0,0.9904,https://winner.bet,1
0.0024,0.005036815,1.0,0.9862,https://postimees.ee,1
0.0006,0.001541689,,0.9801,https://jiangsu.gov.cn,1
0.0008,0.000139486,0.8673,0.5,http://42.226.66.247:34480/bin.sh,0
0.013,0.007265475,1.0,0.9797,https://depositfiles.com,1
0.0008,0.000219371,0.8776,0.5,http://123.188.62.106:34781/bin.sh,0
0.0024,4.86e-05,0.9796,0.5,http://1.54.109.183:8080/sshd,0
0.0014,0.005984814,0.9947,0.9778,https://incestflix.com,1
0.3136,0.039960762,0.8265,0.5,http://m.puterfrens.xyz/bins/sumrak.mips,0
0.0077,0.002744261,0.9439,0.5,https://wire.v0rtapouch.ru/xm5ntle6,0
0.0238,0.029405768,1.0,0.9978,https://ria.ru,1
0.0029,0.004547609,1.0,0.979,https://eyekraft.ru,1
0.0012,0.000169797,0.9847,0.5,http://110.37.53.184:47933/i,0
0.001,0.004970754,1.0,0.9824,https://airfrance.fr,1
0.0063,0.003224846,1.0,0.9762,https://kartra.com,1
0.0045,0.004428616,1.0,0.9866,https://nameself.com,1
0.002,0.000165277,0.9592,0.5,http://213.65.123.45:40234/i,0
0.0038,0.004235273,1.0,0.9848,https://joongang.co.kr,1
0.0008,0.001463346,0.984,0.99,https://porn-sex-site.com,1
0.0089,0.004808569,0.9842,0.9783,https://pncloudfl.com,1
0.0016,0.006594364,1.0,0.9961,https://proofpoint.us,1
0.0026,0.004000162,1.0,0.997,https://panasonic.com,1
0.0018,0.002765002,0.852,0.5,https://lq4f.racketloom.ru/r4kjqj9d,0
0.0017,0.004342576,1.0,0.9999,https://adobe.com,1
0.0017,0.005567586,0.8622,0.5,https://latch.picketwarp.ru/ri2lco1c,0
0.0018,0.017628531,1.0,0.9855,https://tvbs.com.tw,1
0.0008,0.000462199,0.9796,0.5,http://125.80.194.99:81/av.lnk,0
0.009,0.005716595,1.0,0.9814,https://emeraldinsight.com,1
0.0008,0.012016512,0.8632,0.5,http://176.65.132.79/bins/debug.spc,0
0.0035,0.005448971,1.0,0.9905,https://chronicle.com,1
0.0198,0.006326962,1.0,0.9951,https://google.sk,1
0.0082,0.002796097,0.8622,0.5,http://182.143.112.198:81/assets/Video.scr,0
0.0007,0.000129367,0.9796,0.5,http://222.137.38.215:55691/bin.sh,0
0.0008,0.000871042,0.9694,0.5,http://42.85.135.251:59607/bin.sh,0
0.0021,0.012612213,1.0,0.9932,https://torn.com,1
0.0752,0.071421756,0.7908,0.5,http://bpy.is/bins/arm7,0
0.0012,0.004720159,1.0,0.9801,https://format.com,1
0.009,0.014079877,1.0,0.9758,https://naver.me,1
0.0007,0.010278287,1.0,0.9795,https://jkforum.net,1
0.0039,0.007861632,1.0,0.9758,https://moonfruit.com,1
0.0016,0.006326962,1.0,0.9957,https://google.iq,1
0.0073,0.005045246,1.0,0.9933,https://cernet.net,1
0.0051,0.012612213,1.0,0.9806,https://gene.com,1
0.0316,0.086770954,0.8112,0.5,http://reidosprodutos.com.br/bins/nuklear.mips,0
0.001,0.005354321,1.0,0.9815,https://ignou.ac.in,1
0.0013,0.007876022,0.8021,0.5,http://130.12.180.64/bins/nklm68k,0
0.0043,0.008395298,1.0,0.9807,https://beusable.net,1
0.0021,0.004136013,1.0,0.9871,https://faroutmagazine.co.uk,1
0.0013,0.004512794,1.0,0.9881,https://dota2.com,1
0.0174,0.030888636,1.0,0.9887,https://google.org,1
0.0016,0.005411583,0.9895,0.9894,https://openvpn.net,1
0.0119,0.007010952,1.0,0.9852,https://koreaherald.com,1
0.007,0.004535139,1.0,0.9957,https://advolve.io,1
0.0019,0.004647019,1.0,0.9978,https://gvt3.com,1
0.0195,0.006326962,1.0,0.9926,https://google.cm,1
0.002,0.002605713,1.0,0.9766,https://elem.mobi,1
0.0008,0.001809471,1.0,0.9936,https://second-ns.de,1
0.0637,0.017351338,1.0,0.9943,https://td.com,1
0.0135,0.024028408,0.9694,0.5,https://blueoranges2025sks.de/AB4g5/Josho.arm,0
0.0008,0.002516513,1.0,0.9931,https://jet2holidays.com,1
0.001,0.001075551,1.0,0.9871,https://1internet.tv,1
0.0007,0.000120547,0.8210999999999999,0.956,https://bafybeiaj6jw2xhbppgji757tn3hg5uu6splaa5gyydkwnzwprzakcp44ve.ipfs.w3s.link/PurchaseOrder_0006094050126_%20Procomps_Docx.vhd,0
0.0024,0.004632198,1.0,0.9882,https://returnyoutubedislikeapi.com,1
0.0329,0.005152194,0.8622,0.5,http://91.231.222.195/bins/debug.arm7,0
0.0018,0.001311377,0.8421,0.5,http://82.117.87.188/Fantazy.arm,0
0.0025,0.00306776,1.0,0.9825,https://cuemath.com,1
0.0011,0.004589054,1.0,0.9914,https://xxvideos.video,1
0.0021,0.002069651,1.0,0.9776,https://deutsche-bank.de,1
0.0957,0.003902584,0.8105,0.5,http://130.12.180.2/main_arc,0
0.0095,0.007402239,1.0,0.9773,https://registro.br,1
0.0074,0.006511606,1.0,0.9976,https://crunchyroll.com,1
0.0007,0.001356564,0.9592,0.5,http://37.80.46.251/info.zip,0
0.0025,0.002299604,1.0,0.9902,https://surabaya.go.id,1
0.0031,0.133388932,1.0,0.9839,https://nebraska.gov,1
0.0015,0.001088708,0.9694,0.5,http://125.47.87.6:50954/i,0
0.0106,0.00312909,1.0,0.9855,https://caremark.com,1
0.002,0.001058758,0.8776,0.5,https://pelniv.gu1detr2in.ru/bwlyr0ht,0
0.0009,8.51e-05,0.9694,0.5,http://221.225.247.124:55482/i,0
0.0014,0.000174882,0.9388,0.5,http://182.124.41.101:44692/i,0
0.0017,0.002804912,1.0,0.9894,https://flurry.com,1
0.0007,0.000196563,0.9694,0.5,http://27.154.94.114:3389/info.zip,0
0.0022,0.004428616,1.0,0.9878,https://adpushup.com,1
0.0011,0.008738913,0.8526,0.5,https://rock.mistybyte.ru/rc0glq38,0
0.0044,0.007917333,1.0,0.982,https://kxan.com,1
0.0011,0.00138206,0.9694,0.5,http://213.111.156.64/d/Program.exe,0
0.0314,0.017351338,1.0,0.9904,https://ae.com,1
0.0006,0.004373329,1.0,0.9791,https://1kuji.com,1
0.0093,0.00306776,1.0,0.9882,https://glotgrx.com,1
0.0036,0.011255986,1.0,0.9981,https://akamaitechnologies.com,1
0.0008,0.001065596,0.8622,0.5,https://plasma.blo0dci7cul.ru/ks14ciuu,0
0.0017,0.004000162,1.0,0.9925,https://bongacams.com,1
0.0434,0.005180059,1.0,0.9913,https://glovoapp.com,1
0.0014,0.004535139,1.0,0.9988,https://zalando.de,1
0.0016,0.000336125,0.8351,0.5,http://61.137.159.216:41892/i,0
0.0009,0.002261628,1.0,0.9992,https://onetag-sys.com,1
0.006,0.022463993,0.8469,0.5,http://66.179.93.123/wtf/lowkey/icevyf,0
0.002,0.009728977,1.0,0.9818,https://soundgasm.net,1
0.0019,0.006207326,1.0,0.9921,https://aarki.net,1
0.0029,0.000376346,0.8878,0.5,http://119.179.215.0:46003/i,0
0.0008,0.000454737,0.8827,0.5,http://120.61.253.187:33898/bin.sh,0
0.001,0.004950309,1.0,0.9993,https://adobedc.net,1
0.0026,0.005257412,1.0,0.9891,https://pubnation.com,1
0.0012,0.000299138,0.9184,0.5,http://92.18.77.112:5992/i,0
0.0035,0.00841045,1.0,0.9941,https://lulu.com,1
0.0009,0.005046861,1.0,0.9839,https://unibas.ch,1
0.0037,0.002158091,0.8265,0.5,http://104.168.0.133/J/roger.ps1,0
0.0011,0.002804912,1.0,0.9831,https://zhipin.com,1
0.0008,7.5e-05,0.8827,0.5,http://182.218.52.121:8608/info.zip,0
0.0023,0.006319498,1.0,0.9904,https://sexallarab.com,1
0.0048,0.215192246,1.0,0.9844,https://recreation.gov,1
0.0046,0.00050557,0.9947,0.9808,https://pirat.one,1
0.0152,0.008852149,1.0,0.9941,https://ovhnextmillmedia.com,1
0.0108,0.008789555,1.0,0.9843,https://virginatlantic.com,1
0.0012,0.003904854,0.9842,0.9901,https://blue-pay.net,1
0.0012,0.003811546,0.9133,0.5,http://194.15.36.84/ftp,0
0.0008,0.005279879,1.0,0.9969,https://houzz.com,1
0.0118,0.245486524,1.0,0.9957,https://federalreserve.gov,1
0.0008,0.000189807,0.8469,0.5,http://64.20.142.214:54293/bin.sh,0
0.0096,0.004800698,1.0,0.9837,https://aircall.io,1
0.0007,0.011658775,1.0,0.984,https://sfdc.net,1
0.0008,0.000580333,0.9184,0.5,http://163.142.86.12:37596/i,0
0.0007,0.000951752,0.8776,0.5,http://94.156.114.18/goon.sh,0
0.0007,8.9e-05,0.8351,0.5,http://188.38.158.163:51621/bin.sh,0
0.0096,0.010230507,0.9894,0.9925,https://ipcheckhost.com,1
0.0008,0.002910381,0.9286,0.5,http://37.85.23.187/video.scr,0
0.001,0.004388301,1.0,0.9855,https://flexjobs.com,1
0.0009,0.013886324,1.0,0.9911,https://unige.ch,1
0.003,0.007707183,1.0,0.9915,https://premierbet.com,1
0.0015,0.005258536,1.0,0.9917,https://regway.com,1
0.0015,0.006511606,1.0,0.9796,https://campuspress.com,1
0.0361,0.02260834,1.0,0.9808,https://vg.hu,1
0.0018,0.011449614,1.0,0.9967,https://itau.com.br,1
0.0031,0.007917333,1.0,0.9845,https://bark.com,1
0.01,0.006511606,1.0,0.9949,https://therealreal.com,1
0.0027,0.008974137,1.0,0.9975,https://protechts.net,1
0.0018,0.007320179,1.0,0.985,https://currencyconverts.com,1
0.491,0.249205838,0.9082,0.9992,https://raw.githubusercontent.com/Its-Mr-Null/x0x0/refs/heads/main/test.vbs,0
0.0463,0.022049166,1.0,0.9925,https://get.no,1
0.0007,0.001054411,0.9643,0.5,https://pelyqu.ro1luzbek5.ru/amu0cdyp,0
0.0074,0.004461891,1.0,0.9963,https://xplosion.de,1
0.0073,0.014427344,1.0,0.9775,https://tgtag.io,1
0.0007,0.000143365,0.8929,0.5,http://115.48.147.104:53113/bin.sh,0
0.0006,0.007386741,1.0,0.9817,https://myquickcloud.com,1
0.0166,0.016180367,1.0,0.9849,https://corrieredellosport.it,1
0.0013,0.023282178,1.0,0.9993,https://unesco.org,1
0.0119,0.027476812,0.9133,0.9777,https://files.catbox.moe/zdmc1x.ps1,0
0.3213,0.327251807,0.949,0.9605,http://ida.boatdealers.su/arm7,0
0.0013,0.011153536,1.0,0.9833,https://londonstockexchange.com,1
0.0046,0.001152536,0.9592,0.5,https://prowl.j1ttersnap.ru/iudmk1b7,0
0.0043,0.000953674,0.9745,0.5,http://124.72.203.7:81/photo.scr,0
0.0134,9.25e-05,0.8632,0.5,http://213.209.143.115/i686,0
0.0011,0.000200358,0.8557,0.5,http://110.37.73.233:45252/i,0
0.0012,0.000551135,0.9796,0.5,http://177.212.252.109:41799/video.lnk,0
0.0022,0.00017854,0.8571,0.5,http://110.39.226.242:42919/i,0
0.0019,0.010562556,1.0,0.9928,https://giallozafferano.it,1
0.0016,0.017987969,1.0,0.9937,https://runnr.in,1
0.0008,0.003506459,0.8009999999999999,0.5,http://178.16.55.189/files/6637448968/sWTk4PU.exe,0
0.0603,0.018988385,0.9796,0.5,http://34.142.254.254/bins/main_aarch64,0
0.0009,0.002895148,1.0,0.9901,https://mobizil.com,1
0.0007,0.005279879,1.0,0.9966,https://symcb.com,1
0.002,0.000911182,0.8571,0.5,https://dobzi7.e9uilyb5opr.ru/iaktutl3,0
0.0008,0.000961465,0.9082,0.5,https://spool.doub1ebarzu8.ru/inh9ckdy,0
0.0025,0.008531661,1.0,0.9974,https://pubnative.net,1
0.0007,0.000586655,0.8827,0.5,http://115.63.33.248:49955/bin.sh,0
0.0006,0.001937557,0.8418,0.5,https://delta.f1rewave.ru/f1hbp6aj,0
0.001,0.004603549,1.0,0.9759,https://roboshadow.com,1
0.166,0.026794495,0.8878,0.5,http://149.104.79.203/Pandoras_Box/pandora.sh4,0
0.0015,0.000328798,0.8827,0.5,http://42.55.181.72:56550/i,0
0.001,0.000139902,0.8402000000000001,0.5,http://113.228.85.133:56245/i,0
0.0021,0.016879617,1.0,0.9943,https://phonefactor.net,1
0.0088,0.01171147,1.0,0.9833,https://videohype.net,1
0.0015,0.000330211,0.8214,0.5,http://110.39.225.83:45488/i,0
0.0028,0.004005011,0.8571,0.5,https://mint.stormf0x.ru/pm8x772h,0
0.0025,0.003403682,1.0,0.9929,https://ecobee.com,1
0.0333,0.019251284,1.0,0.9804,https://iht.com,1
0.0052,0.009908326,1.0,0.9944,https://odnoklassniki.ru,1
0.0101,0.005785142,1.0,0.9927,https://gitbook.com,1
0.0012,0.001898641,1.0,0.9777,https://albion.zone,1
0.0022,0.002224093,0.9898,0.5,http://46.202.82.68:1204/bins/mipsel,0
0.0012,0.004535241,1.0,0.9999,https://adnxs.com,1
0.0011,0.007530255,1.0,0.9881,https://auteltech.net,1
0.0015,0.002804912,1.0,0.9988,https://usnews.com,1
0.0007,0.00019449,0.8571,0.5,http://113.238.10.79:60633/bin.sh,0
0.0046,0.003234774,0.9133,0.5,http://130.12.180.64/zermpsl,0
0.0763,0.202285517,0.867,0.9888,http://autzl.mooo.com/mips,0
0.0028,0.001593916,1.0,0.9832,https://nefes.com.tr,1
0.003,0.001574848,0.8632,0.5,https://draft.windc0de.ru/oc2da3yv,0
0.0006,0.001301407,0.8367,0.5,https://daqrel.nightcl0ud.ru/y1cg5cug,0
0.0009,0.00040829,0.8265,0.5,http://110.37.76.16:47970/bin.sh,0
0.0034,0.004347466,1.0,0.982,https://infobox.ru,1
0.0032,0.004388301,1.0,0.9896,https://arabnews.com,1
0.0007,0.000112613,0.8673,0.5,http://222.141.176.123:38123/bin.sh,0
0.0431,0.000157473,0.866,0.5,http://130.12.180.176/arm4,0
0.001,0.004667317,0.9895,0.9813,https://mercer.com,1
0.0009,0.007293107,0.8247,0.5,http://155.117.45.221/hiddenbin/boatnet.ppc,0
0.0012,0.004158528,1.0,0.9975,https://accor.com,1
0.002,0.00841045,1.0,0.9844,https://maff.com,1
0.0007,0.001187409,1.0,0.9867,https://saasexch.info,1
0.0185,0.044838499,1.0,0.9959,https://openweathermap.org,1
0.0008,0.003733651,1.0,0.9904,https://buzzarab.com,1
0.0029,0.012612213,1.0,0.997,https://vrbo.com,1
0.004,0.006479105,0.9895,0.9776,https://betway.mw,1
0.0013,0.0002008,0.8571,0.5,http://27.215.181.252:36731/i,0
0.0007,0.000246818,0.8878,0.5,http://42.178.21.239:57155/bin.sh,0
0.0012,0.004342576,1.0,0.9959,https://ucweb.com,1
0.001,0.002804912,1.0,0.9871,https://orbitz.com,1
0.0026,0.000106476,0.8724000000000001,0.5,http://123.190.20.34:33103/i,0
0.0093,0.008852866,1.0,0.995,https://britishairways.com,1
0.0007,0.001428065,1.0,0.9902,https://betting.co.zw,1
0.0013,0.004344547,1.0,0.9788,https://qrator.net,1
0.0009,0.002796615,1.0,0.998,https://smi2.net,1
0.0219,0.006740059,0.9745,0.5,http://45.80.158.100/bins/frost.arm,0
0.0008,0.002859529,,0.9974,https://chinadaily.com.cn,1
0.001,0.009923707,,0.9897,https://cyberprotect.ru,1
0.0012,0.001997219,,0.9885,https://kickoffo.site,1
0.0053,0.003452956,,0.9929,https://filimo.com,1
0.016,0.001717439,,0.9916,https://hentai.name,1
0.0043,0.005046861,,0.9787,https://gumlet.io,1
0.0007,0.006396704,,0.9932,https://qwant.com,1
0.0009,0.003463182,,0.9854,https://hardwarezone.com.sg,1
0.0748,0.028130381,,0.9863,https://us.es,1
0.0217,0.018876668,,0.9924,https://klix.ba,1
0.8875,0.805989986,,0.9992,https://raw.githubusercontent.com/fuzeto77/JavaScript-M3S2-Cheatsheet/main/suber/JavaScript-M3S2-Cheatsheet.zip,0
0.0504,0.03092064,,0.5,http://celestialhost.ltd/dlr.ppc,0
0.011,0.002685088,,0.9795,https://elempleo.com,1
0.0038,0.022006986,,0.9838,https://seon.io,1
0.0029,0.001219056,,0.5,https://301tnw8t.f0ursme1ting.ru/?apikey=xLCIyGeaXFsdXcWB&activityId=69a41989-ac3e-4211-b439-c5ca7bc7c673&ocid,0
0.0441,0.002983474,,0.996,https://legislation.gov.uk,1
0.0023,0.006418554,,0.9804,https://metafilter.com,1
0.0042,0.004535139,,0.9972,https://webflow.io,1
0.001,0.000423786,,0.5,http://115.48.3.125:56899/i,0
0.0016,0.008789555,,0.9878,https://presscustomizr.com,1
0.0018,0.008068451,,0.9822,https://crowdin.net,1
0.0038,0.009895644,,0.5,http://130.12.180.64/bins/cam.sh,0
0.0089,0.008059687,,0.9902,https://lanebryant.com,1
0.0145,0.006346824,,0.5,http://155.117.45.221/hiddenbin/boatnet.sh4,0
0.002,0.013886324,,0.9819,https://wuaki.tv,1
0.0008,0.000467001,,0.5,http://117.209.30.192:51814/bin.sh,0
0.001,0.000523842,,0.5,http://27.37.63.152:48287/i,0
0.0015,0.00992153,,0.9994,https://edgecastdns.net,1
0.0008,0.008828743,,0.9976,https://rosminzdrav.ru,1
0.0008,0.004342576,,0.9792,https://ezojs.com,1
0.0015,0.00044549,,0.5,http://219.156.27.202:48238/i,0
0.0096,0.005046861,,0.9763,https://domreg.lt,1
0.001,0.014079877,,0.9882,https://insee.fr,1
0.472,0.355626302,,0.5,http://bobnet.chernobyl.network/Fantazy.x86_64,0
0.0007,0.002736242,,0.9845,https://5egytucuw.com,1
0.1885,0.012334472,,0.5,http://182.143.113.175:81/assets/tesseract/lang-data/Photo.scr,0
0.0012,0.00014823,,0.5,http://123.179.228.89:52924/i,0
0.035,0.01248972,,0.5,http://176.65.132.133/beastmode/b3astmode.m68k,0
0.0013,0.000174882,,0.5,http://117.245.221.62:55120/i,0
0.003,0.002685088,,0.9883,https://recombee.com,1
0.0012,0.006128756,,0.9855,https://umanitoba.ca,1
0.0022,0.004535241,,0.9992,https://unpkg.com,1
0.0022,0.004000162,,0.9968,https://mcdonalds.com,1
0.0008,0.000212489,,0.5,http://117.216.61.88:36252/i,0
0.0042,0.029337807,,0.5,http://93.103.89.76:8802/user/0/primary/Video.lnk,0
0.0443,0.007684973,,0.9952,https://powerplatform.com,1
0.0013,0.000760619,,0.5,https://xalvor.juren0ksco1d.ru/05ttkogf,0
0.001,0.000179867,,0.5,http://182.116.91.148:45266/i,0
0.011,0.008487901,,0.9773,https://publicisgroupe.com,1
0.1117,0.042451472,,0.9994,http://draft22.duckdns.org/mips,0
0.0033,0.022569371,,0.9814,https://publicationethics.org,1
0.0009,0.000220125,,0.5,http://123.5.129.134:51197/bin.sh,0
0.0369,0.000160574,,0.5,http://213.209.143.115/mpsl,0
0.0103,0.005044616,,0.9925,https://epicentrk.ua,1
0.0007,0.0287584,,0.5,http://94.156.152.67/bins/xnxnxnxnxnxnxnxnsh2xnxn,0
0.0026,0.004950309,,0.9946,https://boltdns.net,1
0.0007,0.000114911,,0.5,http://123.132.137.242:44586/bin.sh,0
0.001,0.00358761,,0.9945,https://sovcombank.group,1
0.0026,0.016879617,,0.9888,https://bulbagarden.net,1
0.0011,0.000472983,,0.9771,https://fapclub.vip,1
0.0011,0.000517058,,0.5,http://120.60.232.174:35808/bin.sh,0
0.0061,0.392201131,,0.5,http://cloudy.ink/cloud/612672525.ocx,0
0.0024,0.003644561,,0.9881,https://chinaacc.com,1
0.0007,0.004527751,,0.5,http://82.117.87.188/bins/hoho.ppc,0
0.0012,0.004347466,,0.994,https://publico.pt,1
0.0007,0.000295298,,0.5,http://42.53.182.18:47354/bin.sh,0
0.0045,0.022006986,,0.9765,https://hebe.pl,1
0.0063,0.006900276,,0.9969,https://theregister.com,1
0.0012,0.004829372,,0.9843,https://adara.com,1
0.0065,0.023282178,,0.9958,https://adtidy.org,1
0.1178,0.037324895,,0.5,http://perferctdmng.is/dlr.arm5,0
0.0107,0.006616565,,0.9815,https://hellosehat.com,1
0.0007,0.000118387,,0.5,http://182.126.94.191:47414/bin.sh,0
0.0183,0.00020782,,0.5,http://141.11.167.212/x86_64,0
0.0068,0.003733651,,0.9978,https://discomax.com,1
0.0015,0.000100039,,0.5,http://1.196.90.69:36741/i,0
0.001,0.006939656,,0.9962,https://cquotient.com,1
0.001,0.000747262,,0.9826,https://icp100.net,1
0.0011,0.002684602,,0.5,http://111.59.254.165:8084/20210408/AV.lnk,0
0.001,0.00012162,,0.5,http://27.215.208.100:54174/bin.sh,0
0.0007,0.001885626,,0.5,https://squall2.hiiistorm.ru/x2xplunp,0
0.0138,0.000160636,,0.5,http://92.112.125.172/mpsl,0
0.0006,0.003464247,,0.5,http://178.16.55.189/files/8411322355/avdKOVS.exe,0
0.0027,0.005984814,,0.9843,https://easemytrip.com,1
0.0353,0.062470455,,0.5,https://rc.clearb1te.ru/mos05jl6,0
0.0008,0.003242552,,0.9777,https://skyroom.online,1
0.002,0.00536415,,0.9942,https://mobileiron.com,1
0.0132,0.004476859,,0.9829,https://granola.ai,1
0.0016,0.013886324,,0.9891,https://druni.es,1
0.0015,0.006255354,,0.9795,https://wonderpush.com,1
0.0052,0.018876668,,0.9888,https://tide.co,1
0.0223,0.049213788,,0.9762,https://fco.gov.uk,1
0.0206,0.004888099,,0.982,https://filelist.io,1
0.0011,0.002334541,,0.5,http://130.12.180.64/dlr.x86,0
0.0011,0.00306776,,0.993,https://grubhub.com,1
0.0007,0.001584061,,0.9903,https://mangago.zone,1
0.0006,0.000911071,,0.5,https://torque.j1tmech2nic.ru/31cuug8v,0
0.0008,0.006255354,,0.9828,https://ambientdsp.com,1
0.107,0.01398033,,1.0,https://drive.google.com/uc?export=download&id=1tv1yhd9nhkP6gSsMGqFuh0308RfsT00b,0
0.01,0.004428616,,0.9951,https://owhealth.com,1
0.0006,0.0012367,,0.9935,https://awsdns-18.net,1
0.0016,0.000348472,,0.5,http://123.8.51.95:49411/i,0
0.0015,0.012612213,,0.988,https://luma.com,1
0.0059,0.003213939,,0.9814,https://portoseguro.com.br,1
0.0011,0.003600737,,0.9955,https://dominos.com,1
0.0012,0.0002008,,0.5,http://42.231.114.188:36513/i,0
0.0015,0.00040829,,0.5,http://110.36.0.200:46999/bin.sh,0
0.0007,0.00019642,,0.5,http://175.165.15.27:60633/bin.sh,0
0.0007,0.000138428,,0.5,http://123.13.145.196:41764/bin.sh,0
0.0007,0.003544664,,0.991,https://truyenfull.vision,1
0.0017,0.003224846,,0.9917,https://sofifa.com,1
0.0187,0.000407779,,0.5,http://193.35.154.205/i.mpsl,0
0.002,0.010119521,,0.9878,https://browserautomation.io,1
0.0054,0.000179867,,0.5,http://110.39.241.244:48940/i,0
0.0183,0.007010952,,0.9773,https://sitelutions.com,1
0.0038,0.002553464,,0.5,http://130.12.180.64/nklarm5,0
0.0011,0.001236584,,0.5,http://61.52.85.39:47897/i,0
0.0049,0.002804912,,0.9811,https://bikroy.com,1
0.2934,0.539009121,,0.5,https://in.mt/Konflrmasi_penerima_hadiah,0
0.0014,0.008395298,,0.9963,https://openxcdn.net,1
0.001,0.003479912,,0.9904,https://destacamos.com,1
0.0007,7.36e-05,,0.5,http://182.117.165.175:51415/bin.sh,0
0.0007,0.000134163,,0.5,http://182.114.241.42:37347/bin.sh,0
0.0007,0.000246818,,0.5,http://42.224.169.77:43703/bin.sh,0
0.0013,0.121287474,,0.5,https://nolimitslot777.xyz/aplikasi/Nolimit777.apk,0
0.0015,0.027750832,,0.5,http://156.226.175.32/jnaudsbsgdibfhfhdhdhfhf.x86_64,0
0.0019,0.006859741,,0.99,https://telmexla.net.co,1
0.0073,0.004428616,,0.9878,https://fastmail.com,1
0.001,0.014079877,,0.9826,https://mecom.ru,1
0.0008,0.000100806,,0.5,http://188.115.140.204:23261/i,0
0.0009,0.008233466,,0.5,http://143.20.37.250/Fantazy.i686,0
0.0009,0.005060623,,0.9821,https://a3cloud.net,1
0.0009,0.002677157,,0.9811,https://orange-business.com,1
0.0039,0.000205265,,0.5,http://66.79.101.197:29594/i,0
0.0029,0.005258536,,0.9758,https://bitrue.com,1
0.0018,0.009222859,,0.982,https://veepee.fr,1
0.0328,0.022049166,,0.9781,https://rbl.ms,1
0.001,0.004158528,,0.9803,https://omron.com,1
0.0019,0.002450865,,0.5,https://gamma.rain5tone.ru/859v9a6h,0
0.0048,0.003452956,,0.9937,https://coppel.com,1
0.0022,0.029405768,,0.9888,https://gifi.fr,1
0.002,0.006173438,,0.978,https://brainydns.com,1
0.0014,0.001800465,,0.9928,https://av19.me,1
0.1192,0.126993826,,0.5,https://steamcommunnitty.cc/newyear/9578,0
0.0199,0.004388301,,0.9913,https://gigabyte.com,1
0.0014,0.000464519,,0.5,http://192.155.93.247:3101/,0
0.0081,0.601332666,,0.9878,https://pdx.edu,1
0.0644,0.003107601,,0.5,http://ilovephysics.48101.online/massload,0
0.0017,0.012612213,,0.9898,https://gaym.com,1
0.0035,0.001655454,,0.5,https://6hcht7x5.bohem1apred0m.ru/?apikey=DCYaGuBGOdcvQFQY&activityId=44defe6f-8ac9-4569-9e13-79cfed32cfca&ocid,0
